City,Latitude,Longitude
north redington beach,27.8158333,-82.8208333
north river shores,27.2172222,-80.27
north ruskin,27.7644444,-82.3947222
north sarasota,27.3736111,-82.5186111
north shore,30.3841667,-81.6569444
north tampa heights,28.0658333,-82.4602778
northwood,29.7022222,-82.3694444
norum,30.5977778,-85.7577778
norwalk,29.4347222,-81.7166667
norwood,30.3766667,-81.6680556
nowatney,28.0736111,-82.4469444
nubbin ridge,30.8402778,-86.6747222
nurmi isles,26.1222222,-80.1172222
nutall rise,30.1502778,-83.9641667
o'brien,30.0380556,-82.9402778
o'neil,30.6172222,-81.5144444
oak,29.2519444,-82.1158333
oak grove,30.9086111,-87.4275
oak harbor,30.36,-81.425
oak hill,28.8641667,-80.8547222
oak hill park,30.2447222,-81.7780556
oak knoll,27.5113889,-82.2777778
oak knoll estates,30.5236111,-84.2663889
oak landing,30.2533333,-81.4344444
oak park,30.1022222,-84.4958333
oak ridge,28.4708333,-81.4247222
oak ridge park,29.6355556,-81.9536111
oak terrace,27.8388889,-81.9775
oakdale,30.7102778,-85.1852778
oakhurst,30.3875,-81.6736111
oakhurst acres,27.8638889,-82.8375
oakhurst shores,27.825,-82.8
oakhurst terrace,27.8527778,-82.825
oakland,28.5547222,-81.6333333
oakland park,26.1719444,-80.1322222
oakwood villa,30.3177778,-81.5791667
ocala,29.1869444,-82.1402778
ocala estates,29.2019444,-82.3097222
ocala highlands estates,29.2552778,-82.1444444
ocala park ranch,29.2527778,-82.2216667
ocala ridge,29.1930556,-82.2138889
ocala thoroughbred acres,29.1722222,-82.2436111
ocala waterway,29.0688889,-82.1930556
ocean breeze park,27.2355556,-80.2208333
ocean city,30.4408333,-86.6136111
ocean ridge,26.5266667,-80.0486111
ocean view heights,25.7363889,-80.2380556
ocean vue,26.3177778,-80.0772222
oceanway,30.4666667,-81.6325
ocheesee,30.5755556,-85.0169444
ocheesee gardens,30.6572222,-84.97
ocheesee landing,30.5819444,-84.9661111
ochlockonee,30.4722222,-84.4069444
ochopee,25.9011111,-81.3036111
ocklawaha,29.0425,-81.9294444
ocoee,28.5688889,-81.5441667
octahatchee,30.5791667,-83.1905556
odena,29.74,-85.1863889
odessa,28.1936111,-82.5919444
ojus,25.9480556,-80.1508333
okahumpka,28.7475,-81.8961111
okaloo,30.9155556,-86.4861111
okeechobee,27.2436111,-80.83
okeelanta,26.6094444,-80.7116667
old bay view,30.4369444,-86.11
old callaway,30.1433333,-85.5716667
old duette,27.5366667,-82.0994444
old fernandina,30.6894444,-81.4525
old grove,25.9586111,-81.6088889
old henley place,28.3977778,-82.1422222
old marco junction,26.0225,-81.7008333
old myakka,27.3127778,-82.2669444
old town,29.6011111,-82.9819444
oldsmar,28.0338889,-82.6652778
olga,26.7186111,-81.7125
olive,30.5086111,-87.2552778
olustee,30.2038889,-82.4288889
olympia heights,25.7263889,-80.3555556
ona,27.4816667,-81.9191667
oneco,27.4472222,-82.5463889
opa-locka,25.9019444,-80.2505556
open sands,30.205,-85.8577778
orange,30.2275,-85.025
orange bend,28.8608333,-81.7988889
orange blossom,28.6877778,-81.7866667
orange blossom hills,28.995,-82.0008333
orange blossom hills south,28.9280556,-81.9483333
orange city,28.9486111,-81.2988889
orange city hills,28.9286111,-81.2963889
orange grove villas,28.2863889,-82.1886111
orange heights,29.7194444,-82.1394444
orange home,28.8291667,-81.9958333
orange lake,29.4233333,-82.2169444
orange mills,29.6847222,-81.5733333
orange mountain,28.5027778,-81.72
orange park,30.1658333,-81.7066667
orange springs,29.5058333,-81.9455556
orange terrace,27.8527778,-82.8333333
orangedale,28.1572222,-81.9052778
orangetree,26.2925,-81.5886111
orchid,27.7725,-80.4172222
orient park,27.9722222,-82.3730556
orienta gardens,28.6572222,-81.3822222
oriole beach,30.3736111,-87.0913889
orlando,28.5380556,-81.3794444
orlovista,28.5380556,-81.4605556
ormond beach,29.2855556,-81.0561111
ormond-by-the-sea,29.3488889,-81.0666667
orsino,28.5275,-80.6655556
ortega,30.2702778,-81.7083333
ortega farms,30.2519444,-81.7222222
ortega forest,30.2613889,-81.7108333
ortega terrace,30.2638889,-81.7008333
ortona,26.8127778,-81.3158333
osceola,28.7927778,-81.0594444
oslo,27.5863889,-80.3805556
osowaw junction,27.5791667,-80.835
osprey,27.1958333,-82.4905556
osteen,28.8458333,-81.1627778
otis,30.3091667,-81.8952778
otter creek,29.3247222,-82.7719444
overstreet,29.9980556,-85.3688889
oviedo,28.6697222,-81.2083333
owl landing,30.0180556,-85.0161111
oxford,28.9272222,-82.0375
oyster lodge,30.9677778,-87.2341667
ozello,28.8255556,-82.6572222
ozona,28.0691667,-82.7758333
pablo keys,30.2719444,-81.4238889
pace,30.5991667,-87.1611111
packwood place,28.9377778,-80.8697222
padlock,30.2311111,-82.9666667
page park,26.5788889,-81.8622222
pahokee,26.8197222,-80.6655556
painters hill,29.5327778,-81.1533333
paisley,28.9833333,-81.5419444
palatka,29.6483333,-81.6377778
palm aire,26.2058333,-80.1919444
palm bay,28.0341667,-80.5888889
palm beach,26.7052778,-80.0366667
palm beach farms,26.6688889,-80.1497222
palm beach gardens,26.8230556,-80.1388889
palm beach isles,26.7916667,-80.0366667
palm beach lakes,26.725,-80.0708333
palm beach shores,26.7777778,-80.0358333
palm city,27.1675,-80.2663889
palm coast,29.5847222,-81.2080556
palm grove colony,28.5511111,-82.6263889
palm harbor,28.0777778,-82.7638889
palm lake park,27.225,-80.2516667
palm river,26.2769444,-81.7763889
palm river estates,26.2780556,-81.7780556
palm river shores,26.2736111,-81.7880556
palm shadows,28.7883333,-81.1430556
palm shores,28.1841667,-80.6530556
palm springs,26.6355556,-80.0963889
palm springs estates,25.8822222,-80.3063889
palm springs north,25.9305556,-80.3286111
palm valley,30.1772222,-81.3877778
palm valley landing,30.1755556,-81.4005556
palm view,27.5683333,-82.5572222
palma ceia,27.9205556,-82.4955556
palma sola,27.5119444,-82.6322222
palma sola park,27.4913889,-82.6369444
palmdale,26.945,-81.3163889
palmetto,27.5211111,-82.5725
palmetto estates,25.6211111,-80.3622222
palmo,29.9661111,-81.5675
palmona park,26.6861111,-81.8966667
panacea,30.0372222,-84.3877778
panacea park,30.0288889,-84.3988889
panacoochee retreats,28.8,-82.1355556
panama city,30.1586111,-85.6602778
panama city beach,30.1763889,-85.8055556
panama park,30.3847222,-81.6408333
paola,28.7936111,-81.3630556
paradise,29.7047222,-82.3455556
paradise beach,30.4005556,-87.4205556
paradise heights,28.6233333,-81.5441667
paradise palms,26.3530556,-80.1263889
paradise park,27.4716667,-80.3433333
paradise point,28.8833333,-82.5922222
paradise port,26.8852778,-80.0744444
park haven,26.2947222,-80.1116667
park view,28.7772222,-81.2663889
park of the palms,29.7927778,-82.0386111
parker,30.1308333,-85.6033333
parker island,27.2444444,-81.2983333
parkerville,30.6238889,-86.8483333
parkland,26.3097222,-80.2375
parmalee,27.3708333,-82.2183333
parramore,30.8719444,-84.9930556
parrish,27.5872222,-82.4252778
pasadena,27.7702778,-82.7327778
pasadena shores,28.3147222,-82.2058333
pasco,28.3244444,-82.3372222
pass station,29.9808333,-81.7733333
patersonville,29.6886111,-81.5847222
paxton,30.9813889,-86.3075
peace river shores,27.03,-81.9627778
peach orchard,29.55,-82.4963889
peaden,30.9083333,-86.5830556
pearl court,30.3744444,-81.6452778
pebble creek,28.1480556,-82.3458333
pebbledale,27.8419444,-81.9433333
pecan,29.6838889,-81.6561111
pecan park,30.5116667,-81.6227778
peck,30.5397222,-84.0916667
pedro,28.9813889,-82.12
pelican bay,26.2308333,-81.8058333
pelican lake,26.8111111,-80.6105556
pembroke,27.7861111,-81.8052778
pembroke park,25.9875,-80.175
pembroke pines,26.0027778,-80.2241667
peniel,29.6197222,-81.6797222
penney farms,29.9794444,-81.8105556
pennichaw,28.7986111,-81.0058333
pennsuco,25.8947222,-80.3783333
pensacola,30.4211111,-87.2169444
pensacola beach,30.3333333,-87.1375
peoria siding,30.1086111,-81.7697222
perdido bay,30.3327778,-87.4205556
perdido heights,30.4002778,-87.4230556
perdido key,30.3,-87.4275
perkins,30.4538889,-84.2225
perky,24.6483333,-81.5719444
perrine,25.6047222,-80.3538889
perry,30.1172222,-83.5819444
peters,25.5980556,-80.3544444
peterson,30.0925,-83.2152778
phifer,29.5911111,-82.1880556
philips,30.3,-81.6416667
phoenix park,30.3719444,-81.6452778
pickettville,30.365,-81.7416667
picolata,29.9147222,-81.5930556
piedmont,28.6377778,-81.4580556
pierce,27.8347222,-81.9716667
pierson,29.2391667,-81.4658333
pine barren,30.7772222,-87.3344444
pine bluff,30.5594444,-86.9783333
pine castle,28.4716667,-81.3680556
pine dale,27.8547222,-81.9711111
pine forest,30.5194444,-87.3163889
pine grove,28.2594444,-81.1847222
pine hill estates,29.6619444,-82.4563889
pine hills,28.5575,-81.4536111
pine island,30.4736111,-85.0430556
pine island center,26.6133333,-82.1183333
pine island ridge,26.0944444,-80.2741667
pine lakes,28.9408333,-81.4302778
pine level,27.265,-81.9919444
pine log,30.4036111,-85.9116667
pine manor,26.5725,-81.8783333
pine mount,30.1627778,-82.9547222
pine ridge,28.9380556,-82.4736111
pine top,30.2727778,-82.1813889
pinecraft,27.3247222,-82.4913889
pinecrest,25.6666667,-80.3083333
pineda,28.2369444,-80.6786111
pinehurst village,26.2436111,-80.0947222
pineland,26.6602778,-82.1536111
pineland gardens,30.2694444,-81.5786111
pinellas park,27.8425,-82.6997222
pineola,28.6886111,-82.2730556
pinesville,29.5875,-82.5236111
pinetta,30.5938889,-83.3525
pineville,30.8986111,-87.5825
pinewood,25.8686111,-80.2172222
pinewood park,25.8655556,-80.2138889
piney grove,30.8038889,-86.1308333
piney point,27.6338889,-82.5405556
pinland,30.0177778,-83.5280556
pirate harbor,26.8025,-82.0452778
pirates cove,24.6505556,-81.5152778
pittman,30.9422222,-85.82
pittsburg,27.6536111,-81.5027778
placid lakes,27.2411111,-81.4072222
placida,26.8319444,-82.265
plains,27.4091667,-81.1844444
plant city,28.0183333,-82.1130556
plantation,26.1272222,-80.2333333
plantation acres,26.1433333,-80.3063889
plantation gardens,26.1294444,-80.2377778
plantation island,25.8436111,-81.3661111
plantation isles,26.1019444,-80.2283333
plantation key,24.9844444,-80.5611111
plantation key colony,24.9969444,-80.5416667
plantation mobile home park,26.7027778,-80.1325
plantation park,26.1186111,-80.2272222
platt,27.0916667,-82.0019444
playland estates,26.0322222,-80.2041667
playland isles,26.0611111,-80.2044444
playland village,26.0738889,-80.225
pleasant grove,29.9744444,-82.1433333
pleasant ridge,30.6927778,-86.1741667
plum orchard,30.1513889,-84.1480556
plummer,30.4436111,-81.8077778
plummers,30.1894444,-81.6316667
plymouth,28.6919444,-81.5475
poinciana,28.1594444,-81.4691667
poinciana park,27.6111111,-80.4019444
poinciana place,28.1572222,-81.485
poincianna place,26.6213889,-80.1619444
poinsettia park,28.0458333,-81.6861111
point baker,30.69,-87.0536111
point brittany,27.7147222,-82.7027778
point o'rocks,27.2452778,-82.5355556
point pleasant,29.3594444,-81.8091667
point washington,30.37,-86.115
polk city,28.1822222,-81.8241667
polly town,30.4388889,-81.5952778
pomona park,29.5,-81.5916667
pompano beach,26.2375,-80.125
pompano beach highlands,26.2825,-80.1072222
pompano isles,26.2169444,-80.1013889
pompano park,26.1988889,-80.2086111
ponce inlet,29.0961111,-80.9372222
ponce de leon,30.7227778,-85.9375
pond creek,30.7919444,-86.3875
ponte vedra,30.2272222,-81.3802778
ponte vedra beach,30.2394444,-81.3858333
poplar head,30.7180556,-85.6475
pops hammock seminole village,25.6777778,-80.7533333
port boca grande,26.7202778,-82.2594444
port charlotte,26.9758333,-82.0908333
port everglades,26.0966667,-80.1275
port everglades junction,26.08,-80.1688889
port inglis,28.9941667,-82.7611111
port la belle,26.7561111,-81.4052778
port laudania,26.0597222,-80.1311111
port leon,30.1308333,-84.195
port lonesome,28.2738889,-82.0916667
port mayaca,26.9861111,-80.6063889
port orange,29.1380556,-80.9958333
port richey,28.2713889,-82.7197222
port royal,26.1105556,-81.7933333
port saint joe,29.8116667,-85.3030556
port saint john,28.4766667,-80.7888889
port saint lucie,27.2936111,-80.3505556
port salerno,27.1438889,-80.2008333
port sewall,27.1858333,-80.1897222
port sutton,27.9063889,-82.4208333
port tampa,27.8633333,-82.5269444
port of miami,25.7741667,-80.1711111
portland,30.5122222,-86.1958333
possum bluff,29.5380556,-81.6927778
postil,30.4786111,-86.485
pouchers corner,30.3141667,-82.8213889
powell,28.4922222,-82.4286111
poyner,28.3022222,-81.8563889
prairie junction,27.9133333,-81.9836111
pretty bayou,30.1963889,-85.6966667
princeton,25.5380556,-80.4091667
progress village,27.9,-82.3647222
prosperity,30.8516667,-85.9469444
providence,28.1536111,-81.9736111
pumpkin center,28.7180556,-81.8294444
punta gorda,26.9294444,-82.0455556
punta gorda beach,26.9230556,-82.36
punta gorda isles,26.9172222,-82.0786111
punta rassa,26.4875,-82.0125
purvis still,30.4280556,-82.7605556
putnam hall,29.7363889,-81.9594444
queens cove,27.5138889,-80.3166667
queens park,27.1063889,-80.275
quinavista,30.3283333,-87.3563889
quincy,30.5869444,-84.5833333
quinlan,30.4172222,-81.5994444
quintette,30.6661111,-87.3127778
raiford,30.0636111,-82.2366667
rainbow falls,29.1030556,-82.4388889
rainbow homes,26.4416667,-80.0952778
rainbow lakes,26.5469444,-80.135
rainbow lakes estates,29.1458333,-82.4994444
rainbow park,29.1666667,-82.3744444
raleigh,29.4413889,-82.4663889
rambo,30.9966667,-85.4038889
ramsey beach,30.4463889,-87.3511111
ratliff,30.5075,-81.8002778
rattlesnake,27.8891667,-82.5244444
rattlesnake bend,30.0936111,-81.8302778
ravenna park,28.7902778,-81.3083333
rawls,30.5480556,-82.9783333
rawls park,28.0588889,-81.9044444
reams,30.4858333,-83.6275
reavills corner,28.5627778,-81.6941667
red head,30.4863889,-85.8419444
red level,28.9694444,-82.6363889
redbay,30.5922222,-85.945
reddick,29.3663889,-82.1975
redington beach,27.8083333,-82.8113889
redington shores,27.8258333,-82.8291667
redland,25.5280556,-80.4905556
regal park,29.2552778,-82.1633333
relay,29.3080556,-81.2705556
remlap,27.8319444,-82.3819444
rerdell,28.5672222,-82.1563889
resota beach,30.3033333,-85.5936111
rex,29.63,-82.0975
ribault manor,30.395,-81.7033333
rice creek,29.7027778,-81.6641667
riceland,29.6105556,-82.3938889
rich bay,30.6044444,-84.3919444
richland,28.2827778,-82.1430556
richloam,28.5011111,-82.1130556
richmond heights,25.6311111,-80.3691667
richmond west,25.61,-80.4297222
richter crossroads,30.8366667,-85.5022222
rideout,30.0847222,-81.8113889
ridge harbor,26.9902778,-81.9547222
ridge manor,28.5072222,-82.1705556
ridge wood heights,27.2869444,-82.5133333
ridgecrest,27.8969444,-82.8036111
ridgewood,30.1386111,-81.7844444
rio,27.2191667,-80.2394444
rio vista,27.8497222,-82.6391667
rio vista isles,26.1102778,-80.1230556
riomar,27.6447222,-80.3563889
rital,28.5222222,-82.2177778
river forest,29.0130556,-81.3919444
river junction,30.6855556,-84.8413889
river park,27.3138889,-80.3475
riverdale,28.4825,-82.1963889
riverland,26.0936111,-80.1869444
riverside,30.3119444,-81.6844444
riverside acres,28.6358333,-81.4155556
riverview,27.8658333,-82.3266667
riviera beach,26.775,-80.0583333
riviera lagoons,26.8825,-82.0030556
rixford,30.3530556,-82.9641667
ro-len lake gardens,25.9775,-80.1652778
roach,30.1111111,-83.7247222
roan,28.5527778,-81.6825
robinson heights,29.615,-82.3052778
robinswood,29.6175,-82.3811111
rochelle,29.5963889,-82.2177778
rock bluff,30.5433333,-84.9127778
rock creek,30.6516667,-85.1602778
rock harbor,25.0763889,-80.4605556
rock hill,30.6005556,-86.1061111
rock island,26.1547222,-80.1772222
rock island village,26.1602778,-80.1744444
rock ridge,28.3022222,-81.9372222
rockdale,25.6286111,-80.3411111
rockledge,28.3505556,-80.7255556
rocksprings,29.1172222,-82.3836111
rockwell,28.2941667,-80.6747222
rocky creek,28.0041667,-82.5797222
rocky point,29.5941667,-82.3388889
rodman,29.5380556,-81.7563889
roeville,30.6766667,-86.9936111
rolling hills,29.1169444,-82.3352778
rolling ranches,29.0658333,-82.3441667
rollins corner,30.4369444,-85.2216667
romeo,29.2061111,-82.4363889
rood,26.9488889,-80.1972222
rosalind heights,28.7744444,-81.2658333
rose,30.3491667,-84.1336111
rosedale,30.6552778,-84.8086111
roseland,27.8355556,-80.4933333
roseland park,28.7961111,-81.2466667
rosemary beach,30.2833333,-86.0305556
rosewood,29.2388889,-82.9322222
rotonda,26.8833333,-82.2902778
rotunda-west,26.8575,-82.295
round lake,30.6513889,-85.3888889
roux quarters,27.8936111,-81.7725
roy,29.6172222,-81.4888889
royal,28.8941667,-82.0952778
royal harbor,26.105,-81.79
royal oak hills,26.3452778,-80.1005556
royal palm beach,26.7080556,-80.2308333
royal palm estates,26.6813889,-80.1252778
royal palm hammock,25.9938889,-81.5919444
royal palm isles,26.1688889,-80.1688889
royal palms park,26.1519444,-80.1838889
royal poinciana park,27.6122222,-80.4016667
royal terrace,30.3736111,-81.6916667
royals crossroads,30.9755556,-85.9977778
royster,27.8880556,-81.9458333
rubonia,27.5786111,-82.5527778
runnymede,28.2811111,-81.2441667
runyon,26.7325,-80.6669444
ruskin,27.7205556,-82.4333333
russell,30.0561111,-81.7475
ruthland,29.6505556,-82.2680556
rutland,28.8527778,-82.2136111
rutledge,29.6816667,-82.41
rye,27.5141667,-82.3680556
sabal palms estates,26.2058333,-80.2111111
saddle oak club,29.1269444,-82.2130556
safety harbor,27.9905556,-82.6933333
saga bay,25.5791667,-80.3186111
saint andrew,30.1736111,-85.6994444
saint augustine,29.8944444,-81.3147222
saint augustine beach,29.8502778,-81.2655556
saint augustine shores,29.8105556,-81.3105556
saint catherine,28.61,-82.1383333
saint cloud,28.2486111,-81.2813889
saint francis,29.0358333,-81.4197222
saint george,28.0561111,-82.7280556
saint james city,26.4972222,-82.0786111
saint joe beach,29.9019444,-85.3622222
saint johns park,30.2836111,-81.7155556
saint johns river estates,28.8391667,-81.3358333
saint joseph,28.3755556,-82.2869444
saint josephs,28.8111111,-81.3227778
saint leo,28.3369444,-82.2586111
saint lucie,27.4891667,-80.34
saint marks,30.1608333,-84.2063889
saint nicholas,30.3052778,-81.6358333
saint pete beach,27.725,-82.7413889
saint peter,30.4855556,-84.2291667
saint petersburg,27.7705556,-82.6794444
saint teresa,29.9305556,-84.4541667
salem,29.8866667,-83.4130556
salt springs,29.3508333,-81.7352778
salvista,26.6827778,-81.8680556
samoset,27.4691667,-82.5416667
sampson,29.9163889,-82.2080556
samsula,29.0258333,-81.0505556
san antonio,28.3358333,-82.2747222
san blas,30.0891667,-85.61
san carlos park,26.4669444,-81.8016667
san jose,30.2425,-81.6161111
san jose forest,30.2513889,-81.6291667
san marco,30.3116667,-81.66
san mateo,29.6063889,-81.5847222
san pablo,30.2952778,-81.4377778
san pedro junction,30.0108333,-83.215
san souci estates,25.8841667,-80.1580556
sanborn,30.0716667,-84.6044444
sancassa,26.9341667,-82.3019444
sand cut,30.4213889,-87.3280556
sand hill,30.8369444,-86.1905556
sandalfoot cove,26.3388889,-80.1877778
sandalwood,30.3175,-81.5177778
sanders beach,30.3994444,-87.2380556
sanders park,26.2544444,-80.1327778
sanderson,30.2519444,-82.2730556
sandestin,30.3797222,-86.3302778
sandy,27.2733333,-82.1158333
sandy point,29.9088889,-82.8655556
sanford,28.8002778,-81.2733333
sanford farms,28.8283333,-81.3411111
sanibel,26.4486111,-82.0225
sanlando springs,28.6833333,-81.3819444
sanlanta,28.7977778,-81.265
sans pareil,30.2830556,-81.4944444
sans souci,26.985,-81.9677778
santa barbara shores,26.2202778,-80.1005556
santa clara,30.5836111,-84.5622222
santa fe,29.8833333,-82.4305556
santa fe beach,29.7511111,-82.0980556
santa maria,30.9494444,-86.8352778
santa rosa beach,30.3958333,-86.2288889
santos,29.1088889,-82.0930556
sapp,30.1472222,-82.1858333
sarasota,27.3361111,-82.5308333
sarasota colony,27.005,-81.0544444
sarasota heights,27.3127778,-82.5297222
sarasota springs,27.3086111,-82.4797222
saratoga,29.5319444,-81.6838889
sargent,30.5738889,-82.4294444
satellite beach,28.1758333,-80.5902778
satsuma,29.5547222,-81.6561111
satsuma heights,30.5855556,-87.2688889
saunders,30.4291667,-85.425
sawdust,30.5480556,-84.6769444
sawgrass,30.1925,-81.3708333
saxton,30.0116667,-82.0836111
saybrook,29.7755556,-81.335
scanlon,30.1302778,-83.8961111
schall circle,26.7152778,-80.1152778
sconiers mill,30.6794444,-86.1638889
scotland,30.5763889,-84.4302778
scott lake,25.9411111,-80.2322222
scotts ferry,30.2952778,-85.1316667
scottsmoor,28.7666667,-80.8783333
sea ranch lakes,26.2022222,-80.0941667
seabreeze,29.2325,-81.0138889
seacoll,28.9391667,-82.3941667
seacrest,30.2833333,-86.0416667
seaglades,30.3247222,-87.3827778
seagrove beach,30.3183333,-86.1302778
sears,26.6463889,-81.3758333
seascape,30.3758333,-86.3716667
seaside,30.3208333,-86.1416667
sebastian,27.8161111,-80.4708333
sebring,27.4952778,-81.4411111
sebring shores,27.5316667,-81.475
secotan,30.1761111,-83.6344444
seffner,27.9833333,-82.2758333
selhaven,26.9269444,-80.0888889
sellersville,30.9916667,-86.9280556
selman,30.5358333,-85.0286111
seminole,27.8394444,-82.7913889
seminole grove,29.5136111,-81.6761111
seminole hills,30.3702778,-85.9319444
seminole manor,26.5833333,-80.1005556
seminole shores,27.1813889,-80.1658333
seminole springs,28.8452778,-81.5283333
seneca,28.8658333,-81.6013889
senyah,29.34,-81.4925
seven springs,28.2119444,-82.6661111
seville,29.3166667,-81.4927778
sewalls point,27.1991667,-80.2025
shadeville,30.1991667,-84.3088889
shadow lawn estates,29.6838889,-82.3761111
shady,29.0952778,-82.1691667
shady grove,30.2877778,-83.6319444
shady hills,28.4097222,-82.5430556
shady rest,30.5002778,-81.5394444
shaefer,26.9069444,-82.3255556
shalimar,30.4455556,-86.5791667
shamrock,29.6430556,-83.145
shannon wood,29.6327778,-82.4391667
sharpes,28.4319444,-80.7602778
sharpstown,30.3663889,-85.1002778
shawano,26.5544444,-80.5116667
shawnee,26.7769444,-80.9652778
shell bluff,29.5063889,-81.4927778
shell island,26.0238889,-81.7327778
shell point village,26.5188889,-81.9961111
shenandoah,25.7591667,-80.2225
shenks,29.7619444,-82.1419444
sherman,27.2102778,-80.7555556
sherman grove,30.3508333,-87.3605556
sherman oaks,29.1894444,-82.2561111
sherman park,28.1722222,-80.6494444
sherwood forest,30.4097222,-81.7244444
sherwood park,26.445,-80.1116667
shiloh,28.7902778,-80.8047222
shilow,28.04,-82.1272222
shiney town,27.1936111,-82.3461111
shired island,29.3969444,-83.2011111
shirley place,29.3983333,-81.4902778
shore acres,27.8177778,-82.6036111
shorewood,26.3030556,-80.0997222
sidell,27.1175,-82.1166667
siesta key,27.3016667,-82.5516667
sills,30.945,-85.2833333
silver beach heights,28.9505556,-81.6588889
silver bluff estates,25.7486111,-80.2363889
silver lake,28.8416667,-81.7986111
silver palm,25.5505556,-80.4413889
silver shores,26.1894444,-80.1011111
silver springs,29.2163889,-82.0577778
silver springs shores,29.1041667,-82.0208333
simmons crossing,30.9138889,-86.9644444
simsville,30.6805556,-85.1741667
sinai,30.6616667,-84.9102778
sink creek,30.6225,-85.1516667
sirmans,30.3505556,-83.6569444
sisco,29.5208333,-81.6272222
sixmile bend,26.6455556,-80.5786111
sixmile creek,27.9663889,-82.3608333
skipper,30.0480556,-84.3602778
sky lake,28.4569444,-81.3916667
skyline heights,27.2472222,-80.2269444
skytop,28.5669444,-81.7166667
slade,30.2930556,-82.9991667
slater,26.7394444,-81.8511111
slavia,28.6477778,-81.2305556
slones ridge,28.5786111,-81.9447222
smallpox tommies old place,25.8436111,-80.7702778
smith creek,30.1816667,-84.6569444
smith crossroads,30.9833333,-85.7716667
smiths subdivision,28.8063889,-81.3022222
smyrna,30.5997222,-85.6780556
sneads,30.7075,-84.9244444
snow hill,28.7030556,-81.1147222
snows corner,28.0025,-82.22
snug harbor,27.2022222,-80.2213889
socrum,28.1677778,-82.0191667
solana,26.9466667,-82.0261111
sopchoppy,30.0597222,-84.4888889
soroka shores,26.1525,-80.1091667
sorrento,28.8075,-81.5638889
south allapattah,25.5330556,-80.3661111
south apopka,28.6616667,-81.5097222
south bay,26.6636111,-80.7163889
south bay estates,25.7394444,-80.2422222
south beach,27.5908333,-80.3444444
south bradenton,27.4627778,-82.5819444
south brooksville,28.5311111,-82.4025
south clermont,28.4977778,-81.7725
south clewiston,26.7094444,-80.9022222
south clinton heights,28.3213889,-82.1836111
south cocoa beach,28.2811111,-80.6066667
south daytona,29.1655556,-81.0047222
south flomaton,30.9916667,-87.2575
south gate ridge,27.2861111,-82.4969444
south highpoint,27.9166667,-82.7130556
south idylwild,29.6125,-82.3461111
south jacksonville,30.3108333,-81.6458333
south masaryktown,28.4280556,-82.4605556
south metro,30.2875,-81.6333333
south miami,25.7072222,-80.2936111
south miami heights,25.5972222,-80.3808333
south mulberry,27.8855556,-81.975
south palm beach,26.5886111,-80.0388889
south pasadena,27.7547222,-82.7377778
south patrick,28.1983333,-80.5958333
south patrick shores,28.2019444,-80.6097222
south pine lakes,28.9313889,-81.4322222
south ponte vedra beach,30.0222222,-81.3238889
south port,28.1383333,-81.3525
south punta gorda heights,26.8652778,-81.9911111
south sanford heights,28.7605556,-81.2663889
south sarasota,27.2858333,-82.5330556
south side,29.4436111,-82.2544444
south tampa,27.9488889,-82.3544444
south titusville,28.5508333,-80.8102778
south trail,27.2983333,-82.5305556
south venice,27.0527778,-82.4244444
southchase,28.3927778,-81.3836111
southfort,27.0677778,-81.9641667
southgate,27.3077778,-82.51
southmere,28.665,-80.9563889
southport,30.2891667,-85.6405556
southridge,30.2930556,-81.5036111
southside estates,30.2980556,-81.5583333
southwest ranches,26.0583333,-80.3375
southwest venice,27.0397222,-82.4236111
sparkman,27.0061111,-81.7116667
sparr,29.3383333,-82.1127778
spaulding,30.4119444,-81.775
spivey,28.065,-82.5733333
sponge rocks,25.4430556,-80.2894444
spray,30.5138889,-83.6205556
spring creek,30.0805556,-84.3277778
spring glen,30.2961111,-81.6097222
spring hill,28.5555556,-82.4505556
spring lake,28.4933333,-82.3030556
springfield,30.1530556,-85.6113889
springside,29.675,-81.715
springside park,29.6733333,-81.7033333
springville,30.2925,-82.7636111
spuds,29.7394444,-81.4716667
stacey street,26.6980556,-80.1238889
stanton,28.9961111,-81.9152778
star,30.7175,-85.1366667
starke,29.9438889,-82.11
starkes ferry,28.9916667,-81.8322222
starr,30.2841667,-83.0802778
steckert,30.2102778,-82.1252778
steele church,30.6483333,-86.1475
steele city,30.7241667,-85.3877778
steinhatchee,29.6708333,-83.3877778
stern,30.4666667,-83.6416667
steward city,29.6683333,-83.3883333
stock island,24.5666667,-81.7386111
stockade,30.2211111,-81.5055556
stuart,27.1972222,-80.2530556
sturkey,28.3952778,-82.0705556
suburban heights,29.6677778,-82.3916667
sugar junction,26.7361111,-80.9208333
sugar mill estates,29.0436111,-80.9827778
sugarloaf shores,24.6438889,-81.5622222
sugarmill woods,28.7319444,-82.5063889
sugarton,26.765,-80.9605556
sulphur springs,28.025,-82.4511111
sumatra,30.02,-84.9791667
summer haven,29.6988889,-81.2236111
summerfield,29.0083333,-82.035
summerland key,24.6652778,-81.4425
summerport beach,28.49,-81.5647222
sumner,29.2166667,-82.9677778
sumterville,28.7447222,-82.0636111
sun city,27.6780556,-82.4788889
sun city center,27.7177778,-82.3519444
sun n sand beaches,29.9130556,-84.3658333
sun swept isles,25.9738889,-80.1525
sun valley,26.5277778,-80.1377778
sun-tan village,25.8302778,-80.2658333
sunbeam,30.2058333,-81.5788889
